SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.057190978324545984;78.74642849044012
117122;GreyMatter;0.3338980899232431;8.48528137423857
117122;Hippocampus;0.11175528435110199;34.0
117122;Thalamus;0.17781342546890425;46.184412955021955
117122;WhiteMatter;0.6238355052334569;9.0
117122-PP;Amygdala;0.0;inf
117122-PP;GreyMatter;0.0003337157159244968;62.00806399170998
117122-PP;Hippocampus;0.0;inf
117122-PP;Thalamus;0.09620932572962093;10.246950765959598
117122-PP;WhiteMatter;0.012517108295112954;43.37049688440288
118528;Amygdala;0.04657031815199287;76.21679604916491
118528;GreyMatter;0.32419173725720263;7.54983443527075
118528;Hippocampus;0.09633619894476626;33.481338085566414
118528;Thalamus;0.17215174310939674;46.32493928760188
118528;WhiteMatter;0.6728125121203894;8.94427190999916
118528-PP;Amygdala;0.0;inf
118528-PP;GreyMatter;0.0015944311575181319;52.97169055259611
118528-PP;Hippocampus;0.0;89.90550594930212
118528-PP;Thalamus;0.0035966048050640196;34.10278580995987
118528-PP;WhiteMatter;0.007108730087184969;66.34003316248794
118730;Amygdala;0.05154228562156102;77.10382610480494
118730;GreyMatter;0.33465946192890883;8.12403840463596
118730;Hippocampus;0.08980034508257333;36.05551275463989
118730;Thalamus;0.20776197079417252;46.14108798023731
118730;WhiteMatter;0.6713073274166047;9.0
118730-PP;Amygdala;0.0;83.19254774317228
118730-PP;GreyMatter;0.0012757482002837888;52.009614495783374
118730-PP;Hippocampus;0.0;inf
118730-PP;Thalamus;0.0022981461620959092;20.024984394500787
118730-PP;WhiteMatter;0.0006206549693417847;53.16013544000805
118932;Amygdala;0.06304488521719268;77.59510293826537
118932;GreyMatter;0.38806190459969797;7.615773105863909
118932;Hippocampus;0.10860394275533077;34.26368339802363
118932;Thalamus;0.18683147135726172;46.314144707637645
118932;WhiteMatter;0.6223742636783084;8.12403840463596
118932-PP;Amygdala;0.0;inf
118932-PP;GreyMatter;0.0009821352976039286;113.22985472038724
118932-PP;Hippocampus;0.0;inf
118932-PP;Thalamus;0.007272228320526894;27.94637722496424
118932-PP;WhiteMatter;0.011120356380086693;43.474130238568314
120111;Amygdala;0.05322504622747544;76.00657866263946
120111;GreyMatter;0.32050016844024337;9.0
120111;Hippocampus;0.11138755156332461;33.31666249791537
120111;Thalamus;0.18789375688718318;47.56048780237646
120111;WhiteMatter;0.6888044622184804;8.0
120111-PP;Amygdala;0.0;inf
120111-PP;GreyMatter;0.0003919497868773034;62.849025449882674
120111-PP;Hippocampus;0.0;inf
120111-PP;Thalamus;0.04207850889579215;11.704699910719626
120111-PP;WhiteMatter;0.011009295454607977;41.593268686170845
122317;Amygdala;0.06599630143319464;77.87810988975015
122317;GreyMatter;0.36833415554034915;9.0
122317;Hippocampus;0.10224432910419069;32.17141588429082
122317;Thalamus;0.16528892185287572;47.18050444834179
122317;WhiteMatter;0.6301186338054937;9.055385138137417
122317-PP;Amygdala;0.0;inf
122317-PP;GreyMatter;0.0023563305674062416;60.15812497078013
122317-PP;Hippocampus;0.0;inf
122317-PP;Thalamus;0.058965830057453886;11.575836902790225
122317-PP;WhiteMatter;0.017055022404018155;37.986839826445156
122620;Amygdala;0.05566324223040641;77.1686464828819
122620;GreyMatter;0.35399744080882384;9.0
122620;Hippocampus;0.09088672419606164;34.07345007480164
122620;Thalamus;0.18555264611910538;45.902069670114
122620;WhiteMatter;0.6542696036250101;9.0
122620-PP;Amygdala;0.0;inf
122620-PP;GreyMatter;0.004173543364238868;53.1883445878888
122620-PP;Hippocampus;0.0;inf
122620-PP;Thalamus;0.0015881036598570707;34.61213659975356
122620-PP;WhiteMatter;0.003607363265017418;56.302753041036986
123117;Amygdala;0.0576434449543024;79.93122043357026
123117;GreyMatter;0.3580308985301972;8.246211251235321
123117;Hippocampus;0.10904060022348747;32.57299494980466
123117;Thalamus;0.190046243706532;45.71651780264984
123117;WhiteMatter;0.6792387311628219;8.0
123117-PP;Amygdala;0.0;inf
123117-PP;GreyMatter;0.00032130183945303087;68.7749954561976
123117-PP;Hippocampus;0.00036927621861152144;56.542019772908716
123117-PP;Thalamus;0.005632216277105041;11.180339887498949
123117-PP;WhiteMatter;0.018662536767982886;41.641325627314025
123925;Amygdala;0.06770981507823613;79.56758133813042
123925;GreyMatter;0.3367000593873137;8.0
123925;Hippocampus;0.12010581404670018;31.20897306865447
123925;Thalamus;0.19419198122219494;44.28317965096906
123925;WhiteMatter;0.6218772220182105;8.48528137423857
123925-PP;Amygdala;0.0;inf
123925-PP;GreyMatter;0.00018462607789048415;73.48469228349535
123925-PP;Hippocampus;0.0;inf
123925-PP;Thalamus;0.04551331781742953;10.816653826391969
123925-PP;WhiteMatter;0.01903732378935067;44.294469180700204
124422;Amygdala;0.06799801418894032;77.78817390837762
124422;GreyMatter;0.30942486361689847;8.0
124422;Hippocampus;0.1058388734308957;33.03028912982749
124422;Thalamus;0.2090967846178704;44.93328387732194
124422;WhiteMatter;0.6428478691500124;8.54400374531753
124422-PP;Amygdala;0.0;inf
124422-PP;GreyMatter;0.0003476941555773303;48.96937818678118
124422-PP;Hippocampus;0.0;inf
124422-PP;Thalamus;0.009978617248752673;26.476404589747453
124422-PP;WhiteMatter;0.0014889515479341697;49.48737212663449
