SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.0565621496510072;78.65112840894274
117122;GreyMatter;0.3308628741296569;9.0
117122;Hippocampus;0.1065792434030791;34.14674215792775
117122;Thalamus;0.1844660894140718;46.14108798023731
117122;WhiteMatter;0.631087912087912;8.0
117122-PP;Amygdala;0.0;inf
117122-PP;GreyMatter;0.0003232921570365581;65.612498809297
117122-PP;Hippocampus;0.0;inf
117122-PP;Thalamus;0.07838317629386864;11.357816691600547
117122-PP;WhiteMatter;0.012259504435297762;41.048751503547585
118528;Amygdala;0.04595792724435073;76.11175993235211
118528;GreyMatter;0.32006195383383346;8.0
118528;Hippocampus;0.09135907718806817;34.336569426778794
118528;Thalamus;0.17486009400379598;46.22769732530488
118528;WhiteMatter;0.679998975251094;8.0
118528-PP;Amygdala;0.0;inf
118528-PP;GreyMatter;0.0016527881077034508;59.2452529743945
118528-PP;Hippocampus;0.0;inf
118528-PP;Thalamus;0.002449214810546031;38.34057902536163
118528-PP;WhiteMatter;0.005843940375055975;50.6458290484024
118730;Amygdala;0.050904005011728023;77.05841939723393
118730;GreyMatter;0.33055276002410083;9.0
118730;Hippocampus;0.08563910971281964;36.22154055254967
118730;Thalamus;0.21342662666654583;45.92385001282014
118730;WhiteMatter;0.6793963709839032;8.12403840463596
118730-PP;Amygdala;0.0;inf
118730-PP;GreyMatter;0.0013103942030243203;42.20189569201838
118730-PP;Hippocampus;0.0;86.75252157718529
118730-PP;Thalamus;0.002450229709035222;24.698178070456937
118730-PP;WhiteMatter;0.0004994078449838049;63.608175575157006
118932;Amygdala;0.062478854178414346;77.47902942086975
118932;GreyMatter;0.3838840781939545;8.0
118932;Hippocampus;0.10335460644738995;34.55430508634199
118932;Thalamus;0.19018174036879348;46.151923036857305
118932;WhiteMatter;0.6301064537591484;8.0
118932-PP;Amygdala;0.0;inf
118932-PP;GreyMatter;0.0009397581181132028;78.06407624509497
118932-PP;Hippocampus;0.0;inf
118932-PP;Thalamus;0.005234159779614325;27.313000567495326
118932-PP;WhiteMatter;0.009936730737440074;43.393547907494266
120111;Amygdala;0.05273157441927158;76.0
120111;GreyMatter;0.3166420439390196;9.0
120111;Hippocampus;0.10624808887982877;33.793490497431605
120111;Thalamus;0.18966988041011443;47.52893855326458
120111;WhiteMatter;0.6954576403073631;8.0
120111-PP;Amygdala;0.0;inf
120111-PP;GreyMatter;0.0005007974655293483;68.51277253184256
120111-PP;Hippocampus;0.0;inf
120111-PP;Thalamus;0.02905155226431216;30.675723300355934
120111-PP;WhiteMatter;0.010166310267863287;44.94441010848846
122317;Amygdala;0.06510461205176443;77.70456872024965
122317;GreyMatter;0.3655761962472643;9.0
122317;Hippocampus;0.09829467704656003;32.38826948140329
122317;Thalamus;0.17337800445288548;47.16990566028302
122317;WhiteMatter;0.63820393750555;9.0
122317-PP;Amygdala;0.0;inf
122317-PP;GreyMatter;0.0024295410100080525;59.632206063502295
122317-PP;Hippocampus;0.0;99.13122616007531
122317-PP;Thalamus;0.0399632521819017;10.488088481701515
122317-PP;WhiteMatter;0.017020160820417202;40.27406113120453
122620;Amygdala;0.055051440986644516;77.12976079309465
122620;GreyMatter;0.3502326938838995;9.1104335791443
122620;Hippocampus;0.08646856708738367;34.79942528261063
122620;Thalamus;0.18939496710303194;45.32107677449864
122620;WhiteMatter;0.661386775349295;8.12403840463596
122620-PP;Amygdala;0.0;inf
122620-PP;GreyMatter;0.004518280461676688;47.51841748206689
122620-PP;Hippocampus;0.0;inf
122620-PP;Thalamus;0.0011560693641618498;26.19160170741759
122620-PP;WhiteMatter;0.0030706207394252845;55.50675634551167
123117;Amygdala;0.0568748715457484;79.78721702127478
123117;GreyMatter;0.3534113522909394;9.0
123117;Hippocampus;0.10384297603933659;33.18132004607411
123117;Thalamus;0.19334858459000576;45.5411901469428
123117;WhiteMatter;0.6880035432572658;7.280109889280518
123117-PP;Amygdala;0.0;inf
123117-PP;GreyMatter;0.0003023888720895071;55.226805085936306
123117-PP;Hippocampus;0.0;inf
123117-PP;Thalamus;0.004929577464788733;12.206555615733702
123117-PP;WhiteMatter;0.013366810873311343;41.15823125451335
123925;Amygdala;0.06686418962203716;79.51729371652434
123925;GreyMatter;0.3328443190342128;8.0
123925;Hippocampus;0.11434156937279392;31.654383582688826
123925;Thalamus;0.20060557446470254;44.14748010928823
123925;WhiteMatter;0.6308494262739753;8.0
123925-PP;Amygdala;0.0;inf
123925-PP;GreyMatter;0.00016290093993842346;75.9473501841901
123925-PP;Hippocampus;0.0;inf
123925-PP;Thalamus;0.02471719087164062;13.674794331177344
123925-PP;WhiteMatter;0.018996809517687892;43.79497688091638
124422;Amygdala;0.0670477513895907;77.64663547121665
124422;GreyMatter;0.3060537847465233;9.0
124422;Hippocampus;0.10034003339973038;33.421549934136806
124422;Thalamus;0.2174917996566903;44.654227123532216
124422;WhiteMatter;0.6516602925685108;8.0
124422-PP;Amygdala;0.0;inf
124422-PP;GreyMatter;0.00037926475313551866;53.1224999411737
124422-PP;Hippocampus;0.0;74.35724578008521
124422-PP;Thalamus;0.006575655778714888;33.481338085566414
124422-PP;WhiteMatter;0.0015536382827981312;53.91660226683428
